index,date,open,high,low,close,adj close,volume,closeusd
N100,2020-12-31,1107.25,1111.050049,1103.540039,1103.540039,1103.540039,5.35007E7,1346.31884758
N100,2021-01-15,1128.119995,1129.719971,1114.01001,1121.800049,1121.800049,2.859213E8,1368.59605978
N100,2021-05-17,1241.099976,1242.670044,1231.630005,1234.689941,1234.689941,1.596438E8,1506.3217280200001
399001.SZ,2016-07-26,10714.75,10852.20996,10713.7002,10852.20996,10852.08789,910700.0,1736.3535936
399001.SZ,2016-09-05,10682.70996,10756.42969,10674.95996,10695.4502,10695.33008,734400.0,1711.2720319999999
399001.SZ,2016-09-26,10588.34961,10588.50977,10392.7002,10392.7002,10392.58398,790000.0,1662.832032
399001.SZ,2016-10-12,10751.42969,10792.12012,10733.30957,10788.58984,10788.46973,786800.0,1726.1743744
399001.SZ,2016-10-31,10685.36035,10719.04004,10630.29981,10704.29981,10704.17969,664800.0,1712.6879696
399001.SZ,2016-11-03,10662.16016,10804.25977,10655.13965,10743.95996,10743.83984,882900.0,1719.0335936000001
399001.SZ,2017-01-10,10327.00977,10357.13965,10301.69043,10306.33984,10306.22363,646100.0,1649.0143744000002
399001.SZ,2017-02-08,10043.61035,10130.12012,10003.91016,10130.12012,10130.00684,575200.0,1620.8192192
